release_date,state,issue,epiweek,lag,num_ili,num_patients,num_providers,num_age_0,num_age_1,num_age_2,num_age_3,num_age_4,num_age_5,wili,ili,location,season
2018-10-05,ok,201839,201643,100,152,5086,22,,,,,,,2.9886,2.9886,40,2016/2017
2018-10-05,or,201839,201643,100,38,6016,21,,,,,,,0.631649,0.631649,41,2016/2017
2018-10-05,pa,201839,201643,100,142,15308,58,,,,,,,0.92762,0.92762,42,2016/2017
2018-10-05,pr,201839,201643,100,256,4927,8,,,,,,,5.19586,5.19586,72,2016/2017
2018-10-05,ri,201839,201643,100,22,5386,17,,,,,,,0.408466,0.408466,44,2016/2017
2018-10-05,sc,201839,201643,100,103,5347,15,,,,,,,1.92631,1.92631,45,2016/2017
2018-10-05,sd,201839,201643,100,98,8804,33,,,,,,,1.11313,1.11313,46,2016/2017
2018-10-05,tn,201839,201643,100,162,10636,52,,,,,,,1.52313,1.52313,47,2016/2017
2018-10-05,tx,201839,201643,100,589,28498,114,,,,,,,2.06681,2.06681,48,2016/2017
2018-10-05,ut,201839,201643,100,201,24091,40,,,,,,,0.834336,0.834336,49,2016/2017
2018-10-05,va,201839,201643,100,1673,90236,137,,,,,,,1.85403,1.85403,51,2016/2017
2018-10-05,vt,201839,201643,100,9,2381,9,,,,,,,0.377992,0.377992,50,2016/2017
2018-10-05,wa,201839,201643,100,23,6005,48,,,,,,,0.383014,0.383014,53,2016/2017
2018-10-05,wi,201839,201643,100,38,3994,23,,,,,,,0.951427,0.951427,55,2016/2017
2018-10-05,wv,201839,201643,100,169,30279,47,,,,,,,0.558143,0.558143,54,2016/2017
2018-10-05,wy,201839,201643,100,25,4830,26,,,,,,,0.517598,0.517598,56,2016/2017
2018-10-05,ak,201839,201644,99,8,1499,6,,,,,,,0.533689,0.533689,02,2016/2017
2018-10-05,al,201839,201644,99,213,7885,25,,,,,,,2.70133,2.70133,01,2016/2017
2018-10-05,ar,201839,201644,99,62,4677,12,,,,,,,1.32564,1.32564,05,2016/2017
2018-10-05,az,201839,201644,99,265,19978,47,,,,,,,1.32646,1.32646,04,2016/2017
2018-10-05,ca,201839,201644,99,849,53864,132,,,,,,,1.57619,1.57619,06,2016/2017
2018-10-05,co,201839,201644,99,15,3863,6,,,,,,,0.388299,0.388299,08,2016/2017
2018-10-05,ct,201839,201644,99,70,4188,15,,,,,,,1.67144,1.67144,09,2016/2017
2018-10-05,dc,201839,201644,99,133,2769,2,,,,,,,4.80318,4.80318,11,2016/2017
2018-10-05,de,201839,201644,99,11,2730,13,,,,,,,0.40293,0.40293,10,2016/2017
2018-10-05,ga,201839,201644,99,1334,56334,55,,,,,,,2.36802,2.36802,13,2016/2017
2018-10-05,hi,201839,201644,99,30,1303,15,,,,,,,2.30238,2.30238,15,2016/2017
2018-10-05,ia,201839,201644,99,3,3394,10,,,,,,,0.0883913,0.0883913,19,2016/2017
2018-10-05,id,201839,201644,99,8,1954,7,,,,,,,0.409417,0.409417,16,2016/2017
2018-10-05,il,201839,201644,99,804,48388,75,,,,,,,1.66157,1.66157,17,2016/2017
2018-10-05,in,201839,201644,99,74,6622,27,,,,,,,1.11749,1.11749,18,2016/2017
2018-10-05,ks,201839,201644,99,56,7126,32,,,,,,,0.785855,0.785855,20,2016/2017
2018-10-05,ky,201839,201644,99,168,24875,33,,,,,,,0.675377,0.675377,21,2016/2017
2018-10-05,la,201839,201644,99,896,47932,75,,,,,,,1.86931,1.86931,22,2016/2017
2018-10-05,ma,201839,201644,99,230,29980,46,,,,,,,0.767178,0.767178,25,2016/2017
2018-10-05,md,201839,201644,99,88,9248,42,,,,,,,0.951557,0.951557,24,2016/2017
2018-10-05,me,201839,201644,99,48,5381,28,,,,,,,0.892028,0.892028,23,2016/2017
2018-10-05,mi,201839,201644,99,408,24881,73,,,,,,,1.63981,1.63981,26,2016/2017
2018-10-05,mn,201839,201644,99,61,7836,22,,,,,,,0.778458,0.778458,27,2016/2017
2018-10-05,mo,201839,201644,99,120,8638,20,,,,,,,1.38921,1.38921,29,2016/2017
2018-10-05,ms,201839,201644,99,555,18992,50,,,,,,,2.92228,2.92228,28,2016/2017
2018-10-05,mt,201839,201644,99,4,3544,9,,,,,,,0.112867,0.112867,30,2016/2017
2018-10-05,nat,201839,201644,99,13790,878396,2001,4314,5287,,2444,1030,715,1.48468,1.56991,US,2016/2017
2018-10-05,nc,201839,201644,99,171,18014,47,,,,,,,0.949262,0.949262,37,2016/2017
2018-10-05,nd,201839,201644,99,2,1069,7,,,,,,,0.187091,0.187091,38,2016/2017
2018-10-05,ne,201839,201644,99,14,3363,15,,,,,,,0.416295,0.416295,31,2016/2017
2018-10-05,nh,201839,201644,99,19,3767,19,,,,,,,0.50438,0.50438,33,2016/2017
2018-10-05,nj,201839,201644,99,427,15437,22,,,,,,,2.76608,2.76608,34,2016/2017
2018-10-05,nm,201839,201644,99,154,10358,28,,,,,,,1.48677,1.48677,35,2016/2017
2018-10-05,nv,201839,201644,99,160,18227,37,,,,,,,0.877819,0.877819,32,2016/2017
2018-10-05,oh,201839,201644,99,161,21380,72,,,,,,,0.75304,0.75304,39,2016/2017
2018-10-05,ok,201839,201644,99,136,5514,24,,,,,,,2.46645,2.46645,40,2016/2017
2018-10-05,or,201839,201644,99,67,6332,22,,,,,,,1.05812,1.05812,41,2016/2017
2018-10-05,pa,201839,201644,99,177,15884,58,,,,,,,1.11433,1.11433,42,2016/2017
2018-10-05,pr,201839,201644,99,221,3688,7,,,,,,,5.99241,5.99241,72,2016/2017
2018-10-05,ri,201839,201644,99,25,5442,17,,,,,,,0.45939,0.45939,44,2016/2017
2018-10-05,sc,201839,201644,99,108,5202,14,,,,,,,2.07612,2.07612,45,2016/2017
2018-10-05,sd,201839,201644,99,77,7842,33,,,,,,,0.981892,0.981892,46,2016/2017
2018-10-05,tn,201839,201644,99,206,10189,50,,,,,,,2.02179,2.02179,47,2016/2017
2018-10-05,tx,201839,201644,99,581,28878,112,,,,,,,2.01191,2.01191,48,2016/2017
2018-10-05,ut,201839,201644,99,178,23339,41,,,,,,,0.762672,0.762672,49,2016/2017
2018-10-05,va,201839,201644,99,1834,91575,139,,,,,,,2.00273,2.00273,51,2016/2017
2018-10-05,vt,201839,201644,99,5,2192,9,,,,,,,0.228102,0.228102,50,2016/2017
2018-10-05,wa,201839,201644,99,19,5529,48,,,,,,,0.343643,0.343643,53,2016/2017
2018-10-05,wi,201839,201644,99,59,4178,23,,,,,,,1.41216,1.41216,55,2016/2017
2018-10-05,wv,201839,201644,99,175,25132,48,,,,,,,0.696323,0.696323,54,2016/2017
2018-10-05,wy,201839,201644,99,33,4665,26,,,,,,,0.707395,0.707395,56,2016/2017
2018-10-05,ak,201839,201645,98,13,1620,6,,,,,,,0.802469,0.802469,02,2016/2017
2018-10-05,al,201839,201645,98,195,7924,25,,,,,,,2.46088,2.46088,01,2016/2017
2018-10-05,ar,201839,201645,98,77,4668,12,,,,,,,1.64953,1.64953,05,2016/2017
2018-10-05,az,201839,201645,98,245,23723,46,,,,,,,1.03275,1.03275,04,2016/2017
2018-10-05,ca,201839,201645,98,942,53923,136,,,,,,,1.74694,1.74694,06,2016/2017
2018-10-05,co,201839,201645,98,28,3934,7,,,,,,,0.711744,0.711744,08,2016/2017
2018-10-05,ct,201839,201645,98,79,4534,17,,,,,,,1.74239,1.74239,09,2016/2017
2018-10-05,dc,201839,201645,98,139,2745,2,,,,,,,5.06375,5.06375,11,2016/2017
2018-10-05,de,201839,201645,98,1,2783,13,,,,,,,0.0359324,0.0359324,10,2016/2017
2018-10-05,ga,201839,201645,98,1434,55332,56,,,,,,,2.59163,2.59163,13,2016/2017
2018-10-05,hi,201839,201645,98,22,1096,15,,,,,,,2.0073,2.0073,15,2016/2017
2018-10-05,ia,201839,201645,98,17,4197,11,,,,,,,0.405051,0.405051,19,2016/2017
2018-10-05,id,201839,201645,98,13,1961,8,,,,,,,0.662927,0.662927,16,2016/2017
2018-10-05,il,201839,201645,98,827,46592,80,,,,,,,1.77498,1.77498,17,2016/2017
2018-10-05,in,201839,201645,98,56,6476,26,,,,,,,0.864731,0.864731,18,2016/2017
2018-10-05,ks,201839,201645,98,71,7261,32,,,,,,,0.977827,0.977827,20,2016/2017
2018-10-05,ky,201839,201645,98,173,25019,33,,,,,,,0.691474,0.691474,21,2016/2017
2018-10-05,la,201839,201645,98,897,41410,74,,,,,,,2.16614,2.16614,22,2016/2017
2018-10-05,ma,201839,201645,98,210,30910,45,,,,,,,0.679392,0.679392,25,2016/2017
2018-10-05,md,201839,201645,98,115,9419,42,,,,,,,1.22094,1.22094,24,2016/2017
2018-10-05,me,201839,201645,98,33,5539,29,,,,,,,0.595775,0.595775,23,2016/2017
2018-10-05,mi,201839,201645,98,391,23858,70,,,,,,,1.63886,1.63886,26,2016/2017
2018-10-05,mn,201839,201645,98,50,7420,22,,,,,,,0.673854,0.673854,27,2016/2017
2018-10-05,mo,201839,201645,98,99,7918,20,,,,,,,1.25032,1.25032,29,2016/2017
2018-10-05,ms,201839,201645,98,575,19242,49,,,,,,,2.98825,2.98825,28,2016/2017
2018-10-05,mt,201839,201645,98,6,2787,9,,,,,,,0.215285,0.215285,30,2016/2017
2018-10-05,nat,201839,201645,98,14258,863967,1993,4703,5193,,2549,1055,758,1.55838,1.65029,US,2016/2017
2018-10-05,nc,201839,201645,98,243,17343,47,,,,,,,1.40114,1.40114,37,2016/2017
2018-10-05,nd,201839,201645,98,2,1261,7,,,,,,,0.158604,0.158604,38,2016/2017
2018-10-05,ne,201839,201645,98,20,3419,15,,,,,,,0.584966,0.584966,31,2016/2017
2018-10-05,nh,201839,201645,98,19,4119,21,,,,,,,0.461277,0.461277,33,2016/2017
2018-10-05,nj,201839,201645,98,356,13686,20,,,,,,,2.6012,2.6012,34,2016/2017
2018-10-05,nm,201839,201645,98,151,11178,29,,,,,,,1.35087,1.35087,35,2016/2017
2018-10-05,nv,201839,201645,98,189,17530,35,,,,,,,1.07815,1.07815,32,2016/2017
2018-10-05,oh,201839,201645,98,139,18260,69,,,,,,,0.761227,0.761227,39,2016/2017
2018-10-05,ok,201839,201645,98,118,4825,20,,,,,,,2.4456,2.4456,40,2016/2017
2018-10-05,or,201839,201645,98,81,5968,22,,,,,,,1.35724,1.35724,41,2016/2017
2018-10-05,pa,201839,201645,98,187,15842,58,,,,,,,1.18041,1.18041,42,2016/2017
2018-10-05,pr,201839,201645,98,351,4971,8,,,,,,,7.06095,7.06095,72,2016/2017
2018-10-05,ri,201839,201645,98,23,5086,17,,,,,,,0.452222,0.452222,44,2016/2017
2018-10-05,sc,201839,201645,98,78,4961,13,,,,,,,1.57226,1.57226,45,2016/2017
2018-10-05,sd,201839,201645,98,96,8808,34,,,,,,,1.08992,1.08992,46,2016/2017
2018-10-05,tn,201839,201645,98,163,9227,52,,,,,,,1.76655,1.76655,47,2016/2017
2018-10-05,tx,201839,201645,98,607,29111,116,,,,,,,2.08512,2.08512,48,2016/2017
2018-10-05,ut,201839,201645,98,247,24098,41,,,,,,,1.02498,1.02498,49,2016/2017
2018-10-05,va,201839,201645,98,1741,88783,137,,,,,,,1.96096,1.96096,51,2016/2017
2018-10-05,vt,201839,201645,98,5,2389,9,,,,,,,0.209293,0.209293,50,2016/2017
2018-10-05,wa,201839,201645,98,21,5263,38,,,,,,,0.399012,0.399012,53,2016/2017
2018-10-05,wi,201839,201645,98,49,3858,22,,,,,,,1.27009,1.27009,55,2016/2017
2018-10-05,wv,201839,201645,98,178,25551,50,,,,,,,0.696646,0.696646,54,2016/2017
2018-10-05,wy,201839,201645,98,36,4282,24,,,,,,,0.840729,0.840729,56,2016/2017
2018-10-05,ak,201839,201646,97,18,1605,6,,,,,,,1.1215,1.1215,02,2016/2017
2018-10-05,al,201839,201646,97,222,7879,21,,,,,,,2.81762,2.81762,01,2016/2017
2018-10-05,ar,201839,201646,97,81,4594,12,,,,,,,1.76317,1.76317,05,2016/2017
2018-10-05,az,201839,201646,97,389,28005,55,,,,,,,1.38904,1.38904,04,2016/2017
2018-10-05,ca,201839,201646,97,993,55887,133,,,,,,,1.7768,1.7768,06,2016/2017
2018-10-05,co,201839,201646,97,41,3921,7,,,,,,,1.04565,1.04565,08,2016/2017
2018-10-05,ct,201839,201646,97,69,4256,18,,,,,,,1.62124,1.62124,09,2016/2017
2018-10-05,dc,201839,201646,97,135,2451,2,,,,,,,5.50796,5.50796,11,2016/2017
2018-10-05,de,201839,201646,97,4,2895,13,,,,,,,0.138169,0.138169,10,2016/2017
2018-10-05,ga,201839,201646,97,1440,56126,56,,,,,,,2.56566,2.56566,13,2016/2017
2018-10-05,hi,201839,201646,97,24,1420,16,,,,,,,1.69014,1.69014,15,2016/2017
2018-10-05,ia,201839,201646,97,14,3477,10,,,,,,,0.402646,0.402646,19,2016/2017
2018-10-05,id,201839,201646,97,13,1924,8,,,,,,,0.675676,0.675676,16,2016/2017
2018-10-05,il,201839,201646,97,899,48074,78,,,,,,,1.87003,1.87003,17,2016/2017
2018-10-05,in,201839,201646,97,36,6423,26,,,,,,,0.560486,0.560486,18,2016/2017
2018-10-05,ks,201839,201646,97,70,6799,29,,,,,,,1.02956,1.02956,20,2016/2017
2018-10-05,ky,201839,201646,97,259,22028,31,,,,,,,1.17578,1.17578,21,2016/2017
2018-10-05,la,201839,201646,97,980,46596,79,,,,,,,2.10318,2.10318,22,2016/2017
2018-10-05,ma,201839,201646,97,255,31597,44,,,,,,,0.807039,0.807039,25,2016/2017
2018-10-05,md,201839,201646,97,91,10122,41,,,,,,,0.899032,0.899032,24,2016/2017
2018-10-05,me,201839,201646,97,43,5650,29,,,,,,,0.761062,0.761062,23,2016/2017
2018-10-05,mi,201839,201646,97,401,24237,74,,,,,,,1.6545,1.6545,26,2016/2017
2018-10-05,mn,201839,201646,97,61,6389,20,,,,,,,0.954766,0.954766,27,2016/2017
2018-10-05,mo,201839,201646,97,120,8538,21,,,,,,,1.40548,1.40548,29,2016/2017
2018-10-05,ms,201839,201646,97,432,16066,49,,,,,,,2.68891,2.68891,28,2016/2017
2018-10-05,mt,201839,201646,97,5,3428,8,,,,,,,0.145858,0.145858,30,2016/2017
2018-10-05,nat,201839,201646,97,15160,875353,2002,4979,5610,,2659,1083,829,1.64639,1.73187,US,2016/2017
2018-10-05,nc,201839,201646,97,265,16777,45,,,,,,,1.57954,1.57954,37,2016/2017
2018-10-05,nd,201839,201646,97,6,1608,9,,,,,,,0.373134,0.373134,38,2016/2017
2018-10-05,ne,201839,201646,97,13,3173,15,,,,,,,0.409707,0.409707,31,2016/2017
2018-10-05,nh,201839,201646,97,15,4239,20,,,,,,,0.353857,0.353857,33,2016/2017
2018-10-05,nj,201839,201646,97,433,15909,24,,,,,,,2.72173,2.72173,34,2016/2017
2018-10-05,nm,201839,201646,97,152,11715,27,,,,,,,1.29748,1.29748,35,2016/2017
2018-10-05,nv,201839,201646,97,161,18132,36,,,,,,,0.887933,0.887933,32,2016/2017
2018-10-05,oh,201839,201646,97,149,20556,70,,,,,,,0.724849,0.724849,39,2016/2017
2018-10-05,ok,201839,201646,97,157,4657,19,,,,,,,3.37127,3.37127,40,2016/2017
2018-10-05,or,201839,201646,97,44,5689,20,,,,,,,0.773422,0.773422,41,2016/2017
2018-10-05,pa,201839,201646,97,186,14907,56,,,,,,,1.24774,1.24774,42,2016/2017
2018-10-05,pr,201839,201646,97,394,5175,9,,,,,,,7.61353,7.61353,72,2016/2017
2018-10-05,ri,201839,201646,97,19,5723,17,,,,,,,0.331994,0.331994,44,2016/2017
2018-10-05,sc,201839,201646,97,118,6459,14,,,,,,,1.82691,1.82691,45,2016/2017
2018-10-05,sd,201839,201646,97,117,8508,34,,,,,,,1.37518,1.37518,46,2016/2017
2018-10-05,tn,201839,201646,97,226,10464,52,,,,,,,2.15979,2.15979,47,2016/2017
2018-10-05,tx,201839,201646,97,673,29924,116,,,,,,,2.24903,2.24903,48,2016/2017
2018-10-05,ut,201839,201646,97,233,23798,40,,,,,,,0.979074,0.979074,49,2016/2017
2018-10-05,va,201839,201646,97,1895,92413,142,,,,,,,2.05058,2.05058,51,2016/2017
2018-10-05,vt,201839,201646,97,9,2918,10,,,,,,,0.30843,0.30843,50,2016/2017
2018-10-05,wa,201839,201646,97,28,5445,48,,,,,,,0.514233,0.514233,53,2016/2017
2018-10-05,wi,201839,201646,97,38,3890,23,,,,,,,0.976864,0.976864,55,2016/2017
2018-10-05,wv,201839,201646,97,152,15232,46,,,,,,,0.997899,0.997899,54,2016/2017
2018-10-05,wy,201839,201646,97,22,4226,23,,,,,,,0.520587,0.520587,56,2016/2017
2018-10-05,ak,201839,201647,96,13,1299,6,,,,,,,1.00077,1.00077,02,2016/2017
2018-10-05,al,201839,201647,96,134,5113,23,,,,,,,2.62077,2.62077,01,2016/2017
2018-10-05,ar,201839,201647,96,45,2755,12,,,,,,,1.63339,1.63339,05,2016/2017
2018-10-05,az,201839,201647,96,218,16533,46,,,,,,,1.31857,1.31857,04,2016/2017
2018-10-05,ca,201839,201647,96,865,40334,133,,,,,,,2.14459,2.14459,06,2016/2017
2018-10-05,co,201839,201647,96,17,2444,4,,,,,,,0.695581,0.695581,08,2016/2017
2018-10-05,ct,201839,201647,96,42,2302,19,,,,,,,1.8245,1.8245,09,2016/2017
2018-10-05,dc,201839,201647,96,92,1405,2,,,,,,,6.54804,6.54804,11,2016/2017
2018-10-05,de,201839,201647,96,1,2016,13,,,,,,,0.0496032,0.0496032,10,2016/2017
2018-10-05,ga,201839,201647,96,1505,49314,56,,,,,,,3.05187,3.05187,13,2016/2017
2018-10-05,hi,201839,201647,96,25,1083,16,,,,,,,2.3084,2.3084,15,2016/2017
2018-10-05,ia,201839,201647,96,9,1378,10,,,,,,,0.65312,0.65312,19,2016/2017
2018-10-05,id,201839,201647,96,10,1322,7,,,,,,,0.75643,0.75643,16,2016/2017
2018-10-05,il,201839,201647,96,744,38743,77,,,,,,,1.92035,1.92035,17,2016/2017
2018-10-05,in,201839,201647,96,37,3958,26,,,,,,,0.934816,0.934816,18,2016/2017
2018-10-05,ks,201839,201647,96,98,5016,31,,,,,,,1.95375,1.95375,20,2016/2017
2018-10-05,ky,201839,201647,96,181,20557,31,,,,,,,0.880479,0.880479,21,2016/2017
2018-10-05,la,201839,201647,96,1032,46634,90,,,,,,,2.21298,2.21298,22,2016/2017
2018-10-05,ma,201839,201647,96,185,21836,48,,,,,,,0.847225,0.847225,25,2016/2017
2018-10-05,md,201839,201647,96,109,6603,42,,,,,,,1.65076,1.65076,24,2016/2017
2018-10-05,me,201839,201647,96,27,3740,29,,,,,,,0.721925,0.721925,23,2016/2017
2018-10-05,mi,201839,201647,96,266,17482,72,,,,,,,1.52157,1.52157,26,2016/2017
2018-10-05,mn,201839,201647,96,60,5464,22,,,,,,,1.0981,1.0981,27,2016/2017
2018-10-05,mo,201839,201647,96,99,5370,20,,,,,,,1.84358,1.84358,29,2016/2017
2018-10-05,ms,201839,201647,96,603,16784,51,,,,,,,3.59271,3.59271,28,2016/2017
2018-10-05,mt,201839,201647,96,4,2619,9,,,,,,,0.15273,0.15273,30,2016/2017
2018-10-05,nat,201839,201647,96,14208,698702,2013,5032,4567,,2634,1108,867,1.91196,2.03348,US,2016/2017
2018-10-05,nc,201839,201647,96,218,11138,47,,,,,,,1.95726,1.95726,37,2016/2017
2018-10-05,nd,201839,201647,96,5,1052,7,,,,,,,0.475285,0.475285,38,2016/2017
2018-10-05,ne,201839,201647,96,12,2097,15,,,,,,,0.572246,0.572246,31,2016/2017
2018-10-05,nh,201839,201647,96,10,2805,21,,,,,,,0.356506,0.356506,33,2016/2017
2018-10-05,nj,201839,201647,96,470,14189,23,,,,,,,3.31243,3.31243,34,2016/2017
2018-10-05,nm,201839,201647,96,130,9329,27,,,,,,,1.3935,1.3935,35,2016/2017
2018-10-05,nv,201839,201647,96,198,16725,37,,,,,,,1.18386,1.18386,32,2016/2017
2018-10-05,oh,201839,201647,96,104,13044,66,,,,,,,0.797301,0.797301,39,2016/2017
2018-10-05,ok,201839,201647,96,110,3615,22,,,,,,,3.04288,3.04288,40,2016/2017
2018-10-05,or,201839,201647,96,45,4387,20,,,,,,,1.02576,1.02576,41,2016/2017
2018-10-05,pa,201839,201647,96,139,9992,56,,,,,,,1.39111,1.39111,42,2016/2017
2018-10-05,pr,201839,201647,96,403,4041,8,,,,,,,9.97278,9.97278,72,2016/2017
2018-10-05,ri,201839,201647,96,10,3342,17,,,,,,,0.299222,0.299222,44,2016/2017
2018-10-05,sc,201839,201647,96,110,4595,14,,,,,,,2.39391,2.39391,45,2016/2017
2018-10-05,sd,201839,201647,96,92,7275,34,,,,,,,1.2646,1.2646,46,2016/2017
2018-10-05,tn,201839,201647,96,239,7397,54,,,,,,,3.23104,3.23104,47,2016/2017
2018-10-05,tx,201839,201647,96,550,21211,114,,,,,,,2.59299,2.59299,48,2016/2017
2018-10-05,ut,201839,201647,96,245,21278,41,,,,,,,1.15142,1.15142,49,2016/2017
2018-10-05,va,201839,201647,96,1995,86851,140,,,,,,,2.29704,2.29704,51,2016/2017
2018-10-05,vt,201839,201647,96,10,1997,10,,,,,,,0.500751,0.500751,50,2016/2017
2018-10-05,wa,201839,201647,96,21,3268,48,,,,,,,0.642595,0.642595,53,2016/2017
2018-10-05,wi,201839,201647,96,21,2368,21,,,,,,,0.886824,0.886824,55,2016/2017
2018-10-05,wv,201839,201647,96,119,10547,47,,,,,,,1.12828,1.12828,54,2016/2017
2018-10-05,wy,201839,201647,96,21,3211,23,,,,,,,0.654002,0.654002,56,2016/2017
2018-10-05,ak,201839,201648,95,17,1533,6,,,,,,,1.10894,1.10894,02,2016/2017
2018-10-05,al,201839,201648,95,209,7753,25,,,,,,,2.69573,2.69573,01,2016/2017
2018-10-05,ar,201839,201648,95,59,4444,13,,,,,,,1.32763,1.32763,05,2016/2017
2018-10-05,az,201839,201648,95,333,24662,45,,,,,,,1.35026,1.35026,04,2016/2017
2018-10-05,ca,201839,201648,95,1091,54340,132,,,,,,,2.00773,2.00773,06,2016/2017
2018-10-05,co,201839,201648,95,67,4035,7,,,,,,,1.66047,1.66047,08,2016/2017
2018-10-05,ct,201839,201648,95,71,4301,17,,,,,,,1.65078,1.65078,09,2016/2017
2018-10-05,dc,201839,201648,95,195,2897,2,,,,,,,6.7311,6.7311,11,2016/2017
2018-10-05,de,201839,201648,95,1,2857,13,,,,,,,0.0350018,0.0350018,10,2016/2017
2018-10-05,ga,201839,201648,95,1538,57314,56,,,,,,,2.68346,2.68346,13,2016/2017
2018-10-05,hi,201839,201648,95,31,1487,16,,,,,,,2.08473,2.08473,15,2016/2017
2018-10-05,ia,201839,201648,95,27,4446,11,,,,,,,0.607287,0.607287,19,2016/2017
2018-10-05,id,201839,201648,95,19,1895,5,,,,,,,1.00264,1.00264,16,2016/2017
2018-10-05,il,201839,201648,95,860,48951,80,,,,,,,1.75686,1.75686,17,2016/2017
2018-10-05,in,201839,201648,95,60,6394,27,,,,,,,0.93838,0.93838,18,2016/2017
2018-10-05,ks,201839,201648,95,125,7789,32,,,,,,,1.60483,1.60483,20,2016/2017
2018-10-05,ky,201839,201648,95,356,25521,29,,,,,,,1.39493,1.39493,21,2016/2017
2018-10-05,la,201839,201648,95,1071,45866,93,,,,,,,2.33506,2.33506,22,2016/2017
2018-10-05,ma,201839,201648,95,220,31811,44,,,,,,,0.691585,0.691585,25,2016/2017
2018-10-05,md,201839,201648,95,114,10120,42,,,,,,,1.12648,1.12648,24,2016/2017
2018-10-05,me,201839,201648,95,44,5395,29,,,,,,,0.81557,0.81557,23,2016/2017
2018-10-05,mi,201839,201648,95,267,24645,72,,,,,,,1.08338,1.08338,26,2016/2017
2018-10-05,mn,201839,201648,95,118,7733,22,,,,,,,1.52593,1.52593,27,2016/2017
2018-10-05,mo,201839,201648,95,141,7540,20,,,,,,,1.87003,1.87003,29,2016/2017
2018-10-05,ms,201839,201648,95,536,17573,45,,,,,,,3.05013,3.05013,28,2016/2017
2018-10-05,mt,201839,201648,95,1,3714,9,,,,,,,0.0269251,0.0269251,30,2016/2017
2018-10-05,nat,201839,201648,95,16605,883118,2005,5209,5655,,3326,1359,1056,1.81129,1.88027,US,2016/2017
2018-10-05,nc,201839,201648,95,280,17358,48,,,,,,,1.61309,1.61309,37,2016/2017
2018-10-05,nd,201839,201648,95,4,611,5,,,,,,,0.654664,0.654664,38,2016/2017
2018-10-05,ne,201839,201648,95,29,3642,16,,,,,,,0.796266,0.796266,31,2016/2017
2018-10-05,nh,201839,201648,95,13,4347,21,,,,,,,0.299057,0.299057,33,2016/2017
2018-10-05,nj,201839,201648,95,501,16947,24,,,,,,,2.95628,2.95628,34,2016/2017
2018-10-05,nm,201839,201648,95,155,11427,27,,,,,,,1.35644,1.35644,35,2016/2017
2018-10-05,nv,201839,201648,95,240,18608,36,,,,,,,1.28977,1.28977,32,2016/2017
2018-10-05,oh,201839,201648,95,193,20279,70,,,,,,,0.951723,0.951723,39,2016/2017
2018-10-05,ok,201839,201648,95,171,5324,22,,,,,,,3.21187,3.21187,40,2016/2017
2018-10-05,or,201839,201648,95,60,5905,20,,,,,,,1.01609,1.01609,41,2016/2017
2018-10-05,pa,201839,201648,95,173,15359,58,,,,,,,1.12638,1.12638,42,2016/2017
2018-10-05,pr,201839,201648,95,466,4325,8,,,,,,,10.7746,10.7746,72,2016/2017
2018-10-05,ri,201839,201648,95,18,5331,17,,,,,,,0.337648,0.337648,44,2016/2017
2018-10-05,sc,201839,201648,95,170,6770,16,,,,,,,2.51108,2.51108,45,2016/2017
2018-10-05,sd,201839,201648,95,112,8894,34,,,,,,,1.25928,1.25928,46,2016/2017
2018-10-05,tn,201839,201648,95,243,10449,55,,,,,,,2.32558,2.32558,47,2016/2017
2018-10-05,tx,201839,201648,95,696,27895,112,,,,,,,2.49507,2.49507,48,2016/2017
2018-10-05,ut,201839,201648,95,320,24606,40,,,,,,,1.3005,1.3005,49,2016/2017
2018-10-05,va,201839,201648,95,1995,92605,137,,,,,,,2.15431,2.15431,51,2016/2017
2018-10-05,vt,201839,201648,95,18,2918,10,,,,,,,0.616861,0.616861,50,2016/2017
2018-10-05,wa,201839,201648,95,30,5428,48,,,,,,,0.55269,0.55269,53,2016/2017
2018-10-05,wi,201839,201648,95,44,4108,23,,,,,,,1.07108,1.07108,55,2016/2017
2018-10-05,wv,201839,201648,95,142,14901,44,,,,,,,0.952956,0.952956,54,2016/2017
2018-10-05,wy,201839,201648,95,17,4600,24,,,,,,,0.369565,0.369565,56,2016/2017
2018-10-05,ak,201839,201649,94,10,1421,6,,,,,,,0.70373,0.70373,02,2016/2017
2018-10-05,al,201839,201649,94,212,7990,25,,,,,,,2.65332,2.65332,01,2016/2017
2018-10-05,ar,201839,201649,94,54,4105,11,,,,,,,1.31547,1.31547,05,2016/2017
2018-10-05,az,201839,201649,94,396,23597,47,,,,,,,1.67818,1.67818,04,2016/2017
2018-10-05,ca,201839,201649,94,1114,53691,133,,,,,,,2.07484,2.07484,06,2016/2017
2018-10-05,co,201839,201649,94,49,3892,7,,,,,,,1.25899,1.25899,08,2016/2017
2018-10-05,ct,201839,201649,94,66,4045,16,,,,,,,1.63164,1.63164,09,2016/2017
2018-10-05,dc,201839,201649,94,154,2968,2,,,,,,,5.18868,5.18868,11,2016/2017
2018-10-05,de,201839,201649,94,5,2822,13,,,,,,,0.177179,0.177179,10,2016/2017
2018-10-05,ga,201839,201649,94,1486,52554,53,,,,,,,2.82757,2.82757,13,2016/2017
2018-10-05,hi,201839,201649,94,42,1468,16,,,,,,,2.86104,2.86104,15,2016/2017
2018-10-05,ia,201839,201649,94,25,3437,11,,,,,,,0.727379,0.727379,19,2016/2017
